#alpha		Q*			L*
0.000000	0.819040	5.166667
0.010000	0.818884	5.076923
0.020000	0.818884	5.076923
0.030000	0.818702	5.050000
0.040000	0.818471	5.021795
0.050000	0.818225	5.000000
0.060000	0.818105	4.991026
0.070000	0.817449	4.948718
0.080000	0.817208	4.934615
0.090000	0.814376	4.797436
0.100000	0.812778	4.730769
0.110000	0.809141	4.587179
0.120000	0.802128	4.346154
0.130000	0.796308	4.158974
0.140000	0.795148	4.125641
0.150000	0.791058	4.017949
0.160000	0.789089	3.970513
0.170000	0.784630	3.867949
0.180000	0.782463	3.821795
0.190000	0.781100	3.794872
0.200000	0.779628	3.767949
0.210000	0.776188	3.707692
0.220000	0.773738	3.667949
0.230000	0.772257	3.644872
0.240000	0.767415	3.574359
0.250000	0.764828	3.538462
0.260000	0.762271	3.505128
0.270000	0.755979	3.428205
0.280000	0.751788	3.378205
0.290000	0.746006	3.312821
0.300000	0.737649	3.223077
0.310000	0.732009	3.165385
0.320000	0.725459	3.101282
0.330000	0.717087	3.023077
0.340000	0.709735	2.957692
0.350000	0.698454	2.861538
0.360000	0.690102	2.793590
0.370000	0.682175	2.732051
0.380000	0.670975	2.648718
0.390000	0.657572	2.552564
0.400000	0.648259	2.488462
0.410000	0.638703	2.425641
0.420000	0.620624	2.311538
0.430000	0.603915	2.210256
0.440000	0.592046	2.141026
0.450000	0.573655	2.038462
0.460000	0.555792	1.942308
0.470000	0.543862	1.880769
0.480000	0.524429	1.784615
0.490000	0.511469	1.723077
0.500000	0.496612	1.655128
0.510000	0.481105	1.587179
0.520000	0.470790	1.543590
0.530000	0.455850	1.483333
0.540000	0.441678	1.428205
0.550000	0.431394	1.389744
0.560000	0.421754	1.355128
0.570000	0.413208	1.325641
0.580000	0.399675	1.280769
0.590000	0.389201	1.247436
0.600000	0.378259	1.214103
0.610000	0.366829	1.180769
0.620000	0.355402	1.148718
0.630000	0.346409	1.124359
0.640000	0.338487	1.103846
0.650000	0.331683	1.087179
0.660000	0.327881	1.078205
0.670000	0.317635	1.055128
0.680000	0.311078	1.041026
0.690000	0.306716	1.032051
0.700000	0.304123	1.026923
0.710000	0.299329	1.017949
0.720000	0.294329	1.008974
0.730000	0.292033	1.005128
0.740000	0.290447	1.002564
0.750000	0.289593	1.001282
0.760000	0.288713	1.000000
0.770000	0.288713	1.000000
0.780000	0.288713	1.000000
0.790000	0.288713	1.000000
0.800000	0.288713	1.000000
0.810000	0.288713	1.000000
0.820000	0.288713	1.000000
0.830000	0.288713	1.000000
0.840000	0.288713	1.000000
0.850000	0.288713	1.000000
0.860000	0.288713	1.000000
0.870000	0.288713	1.000000
0.880000	0.288713	1.000000
0.890000	0.288713	1.000000
0.900000	0.288713	1.000000
0.910000	0.288713	1.000000
0.920000	0.288713	1.000000
0.930000	0.288713	1.000000
0.940000	0.288713	1.000000
0.950000	0.288713	1.000000
0.960000	0.288713	1.000000
0.970000	0.288713	1.000000
0.980000	0.288713	1.000000
0.990000	0.288713	1.000000
